Entity,Code,Year,Population
Europe,OWID_EUR,1893,382745540
Europe,OWID_EUR,1894,385939052
Europe,OWID_EUR,1895,389164415
Europe,OWID_EUR,1896,392421980
Europe,OWID_EUR,1897,395712098
Europe,OWID_EUR,1898,399035122
Europe,OWID_EUR,1899,402422387
Europe,OWID_EUR,1900,405874841
Europe,OWID_EUR,1901,409398987
Europe,OWID_EUR,1902,412988802
Europe,OWID_EUR,1903,416646271
Europe,OWID_EUR,1904,420341408
Europe,OWID_EUR,1905,424074645
Europe,OWID_EUR,1906,427845429
Europe,OWID_EUR,1907,431657194
Europe,OWID_EUR,1908,435507397
Europe,OWID_EUR,1909,438821305
Europe,OWID_EUR,1910,441597178
Europe,OWID_EUR,1911,443794845
Europe,OWID_EUR,1912,445470705
Europe,OWID_EUR,1913,446604755
Europe,OWID_EUR,1914,447762304
Europe,OWID_EUR,1915,448886334
Europe,OWID_EUR,1916,449968840
Europe,OWID_EUR,1917,451046822
Europe,OWID_EUR,1918,452130279
Europe,OWID_EUR,1919,453717155
Europe,OWID_EUR,1920,455905600
Europe,OWID_EUR,1921,458527868
Europe,OWID_EUR,1922,461705219
Europe,OWID_EUR,1923,465327032
Europe,OWID_EUR,1924,468981053
Europe,OWID_EUR,1925,472684702
Europe,OWID_EUR,1926,476407402
Europe,OWID_EUR,1927,480148599
Europe,OWID_EUR,1928,483928725
Europe,OWID_EUR,1929,487657013
Europe,OWID_EUR,1930,491337000
Europe,OWID_EUR,1931,494970217
Europe,OWID_EUR,1932,498545108
Europe,OWID_EUR,1933,502059107
Europe,OWID_EUR,1934,505598856
Europe,OWID_EUR,1935,509162668
Europe,OWID_EUR,1936,512751864
Europe,OWID_EUR,1937,516369757
Europe,OWID_EUR,1938,519992677
Europe,OWID_EUR,1939,523576813
Europe,OWID_EUR,1940,526706729
Europe,OWID_EUR,1941,529472974
Europe,OWID_EUR,1942,531916941
Europe,OWID_EUR,1943,534139002
Europe,OWID_EUR,1944,536489647
Europe,OWID_EUR,1945,538385925
Europe,OWID_EUR,1946,539563909
Europe,OWID_EUR,1947,541189671
Europe,OWID_EUR,1948,543672662
Europe,OWID_EUR,1949,546614350
Europe,OWID_EUR,1950,549374181
Europe,OWID_EUR,1951,554348783
Europe,OWID_EUR,1952,559311644
Europe,OWID_EUR,1953,564673451
Europe,OWID_EUR,1954,570282363
Europe,OWID_EUR,1955,575990558
Europe,OWID_EUR,1956,581712529
Europe,OWID_EUR,1957,587753658
Europe,OWID_EUR,1958,594196448
Europe,OWID_EUR,1959,600407992
Europe,OWID_EUR,1960,606417128
Europe,OWID_EUR,1961,612470905
Europe,OWID_EUR,1962,618430819
Europe,OWID_EUR,1963,624213769
Europe,OWID_EUR,1964,629781124
Europe,OWID_EUR,1965,635044327
Europe,OWID_EUR,1966,640050494
Europe,OWID_EUR,1967,644746163
Europe,OWID_EUR,1968,649263031
Europe,OWID_EUR,1969,653794042
Europe,OWID_EUR,1970,657660067
Europe,OWID_EUR,1971,661624408
Europe,OWID_EUR,1972,666196726
Europe,OWID_EUR,1973,670479946
Europe,OWID_EUR,1974,674419030
Europe,OWID_EUR,1975,677953491
Europe,OWID_EUR,1976,681333404
Europe,OWID_EUR,1977,684781638
Europe,OWID_EUR,1978,688120618
Europe,OWID_EUR,1979,691438258
Europe,OWID_EUR,1980,694976561
Europe,OWID_EUR,1981,698297493
Europe,OWID_EUR,1982,701163007
Europe,OWID_EUR,1983,704000872
Europe,OWID_EUR,1984,706845163
Europe,OWID_EUR,1985,709686996
Europe,OWID_EUR,1986,712751187
Europe,OWID_EUR,1987,715938696
Europe,OWID_EUR,1988,719157222
Europe,OWID_EUR,1989,722217653
Europe,OWID_EUR,1990,724943715
Europe,OWID_EUR,1991,727298534
Europe,OWID_EUR,1992,728443297
Europe,OWID_EUR,1993,728848398
Europe,OWID_EUR,1994,729745970
Europe,OWID_EUR,1995,730260103
Europe,OWID_EUR,1996,730267162
Europe,OWID_EUR,1997,730339959
Europe,OWID_EUR,1998,729796180
Europe,OWID_EUR,1999,729166727
Europe,OWID_EUR,2000,729129967
Europe,OWID_EUR,2001,729220001
Europe,OWID_EUR,2002,730126161
Europe,OWID_EUR,2003,731394229
Europe,OWID_EUR,2004,732282324
Europe,OWID_EUR,2005,733101021
Europe,OWID_EUR,2006,733756870
Europe,OWID_EUR,2007,734987444
Europe,OWID_EUR,2008,736658822
Europe,OWID_EUR,2009,738063440
Europe,OWID_EUR,2010,739291483
Europe,OWID_EUR,2011,740524016
Europe,OWID_EUR,2012,741642607
Europe,OWID_EUR,2013,742672989
Europe,OWID_EUR,2014,743860819
Europe,OWID_EUR,2015,745474876
Europe,OWID_EUR,2016,747258527
Europe,OWID_EUR,2017,748701837
Europe,OWID_EUR,2018,749853945
Europe,OWID_EUR,2019,750809114
Europe,OWID_EUR,2020,750844584
Europe,OWID_EUR,2021,749949128
Europe,OWID_EUR,2022,748314268
Europe,OWID_EUR,2023,746966209
North America,OWID_NAM,-10000,1184755
North America,OWID_NAM,-9000,1429989
North America,OWID_NAM,-8000,1731102
North America,OWID_NAM,-7000,2101578
North America,OWID_NAM,-6000,2558294
North America,OWID_NAM,-5000,3122403
North America,OWID_NAM,-4000,3820490
North America,OWID_NAM,-3000,4686073
North America,OWID_NAM,-2000,5761597
North America,OWID_NAM,-1000,7101145
North America,OWID_NAM,0,8774224
North America,OWID_NAM,100,9271780
North America,OWID_NAM,200,9800476
North America,OWID_NAM,300,10362821
North America,OWID_NAM,400,10961662
North America,OWID_NAM,500,11600265
North America,OWID_NAM,600,12282431
North America,OWID_NAM,700,13012655
North America,OWID_NAM,800,13796389
North America,OWID_NAM,900,15956907
North America,OWID_NAM,1000,18008338
North America,OWID_NAM,1100,20257400
North America,OWID_NAM,1200,22629298
North America,OWID_NAM,1300,25070078
North America,OWID_NAM,1400,27685150
North America,OWID_NAM,1500,30472692
North America,OWID_NAM,1600,3834259
North America,OWID_NAM,1700,6791309
North America,OWID_NAM,1710,7672339
North America,OWID_NAM,1720,8575310
North America,OWID_NAM,1730,9499717
North America,OWID_NAM,1740,10449781
North America,OWID_NAM,1750,11430595
North America,OWID_NAM,1760,12448471
North America,OWID_NAM,1770,13511203
North America,OWID_NAM,1780,14642050
North America,OWID_NAM,1790,15835615
North America,OWID_NAM,1800,14838618
North America,OWID_NAM,1801,15067685
North America,OWID_NAM,1802,15302563
North America,OWID_NAM,1803,15543433
North America,OWID_NAM,1804,15790477
North America,OWID_NAM,1805,16043894
North America,OWID_NAM,1806,16303900
North America,OWID_NAM,1807,16570718
North America,OWID_NAM,1808,16844590
North America,OWID_NAM,1809,17125777
North America,OWID_NAM,1810,17467174
North America,OWID_NAM,1811,17807168
North America,OWID_NAM,1812,18170645
North America,OWID_NAM,1813,18557972
North America,OWID_NAM,1814,18955805
North America,OWID_NAM,1815,19364459
North America,OWID_NAM,1816,19784263
North America,OWID_NAM,1817,20215550
North America,OWID_NAM,1818,20658668
North America,OWID_NAM,1819,21090464
North America,OWID_NAM,1820,21510934
North America,OWID_NAM,1821,21914615
North America,OWID_NAM,1822,22306934
North America,OWID_NAM,1823,22690399
North America,OWID_NAM,1824,23086083
North America,OWID_NAM,1825,23494377
North America,OWID_NAM,1826,23915695
North America,OWID_NAM,1827,24350457
North America,OWID_NAM,1828,24799113
North America,OWID_NAM,1829,25266638
North America,OWID_NAM,1830,25752984
North America,OWID_NAM,1831,26258100
North America,OWID_NAM,1832,26781880
North America,OWID_NAM,1833,27324243
North America,OWID_NAM,1834,27879610
North America,OWID_NAM,1835,28450522
North America,OWID_NAM,1836,29036165
North America,OWID_NAM,1837,29636955
North America,OWID_NAM,1838,30253319
North America,OWID_NAM,1839,30898340
North America,OWID_NAM,1840,31573090
North America,OWID_NAM,1841,32282594
North America,OWID_NAM,1842,33024083
North America,OWID_NAM,1843,33798746
North America,OWID_NAM,1844,34595094
North America,OWID_NAM,1845,35413870
North America,OWID_NAM,1846,36255770
North America,OWID_NAM,1847,37121492
North America,OWID_NAM,1848,38011781
North America,OWID_NAM,1849,38929911
North America,OWID_NAM,1850,39876476
North America,OWID_NAM,1851,40842039
North America,OWID_NAM,1852,41836553
North America,OWID_NAM,1853,42860618
North America,OWID_NAM,1854,43912313
North America,OWID_NAM,1855,44992434
North America,OWID_NAM,1856,46101792
North America,OWID_NAM,1857,47241225
North America,OWID_NAM,1858,48411600
North America,OWID_NAM,1859,49534842
North America,OWID_NAM,1860,50608685
North America,OWID_NAM,1861,51632329
North America,OWID_NAM,1862,52601660
North America,OWID_NAM,1863,53514246
North America,OWID_NAM,1864,54446273
North America,OWID_NAM,1865,55398175
North America,OWID_NAM,1866,56370397
North America,OWID_NAM,1867,57363403
North America,OWID_NAM,1868,58377653
North America,OWID_NAM,1869,59427577
North America,OWID_NAM,1870,60513811
North America,OWID_NAM,1871,61637547
North America,OWID_NAM,1872,62798952
North America,OWID_NAM,1873,63998628
North America,OWID_NAM,1874,65223307
North America,OWID_NAM,1875,66473510
North America,OWID_NAM,1876,67749780
North America,OWID_NAM,1877,69052658
North America,OWID_NAM,1878,70382706
North America,OWID_NAM,1879,71736945
North America,OWID_NAM,1880,73115785
North America,OWID_NAM,1881,74519516
North America,OWID_NAM,1882,75948682
North America,OWID_NAM,1883,77403760
North America,OWID_NAM,1884,78888752
North America,OWID_NAM,1885,80404307
North America,OWID_NAM,1886,81951120
North America,OWID_NAM,1887,83529830
North America,OWID_NAM,1888,85141128
North America,OWID_NAM,1889,86734345
North America,OWID_NAM,1890,88308229
North America,OWID_NAM,1891,89862886
North America,OWID_NAM,1892,91395915
North America,OWID_NAM,1893,92905581
North America,OWID_NAM,1894,94441763
North America,OWID_NAM,1895,96004933
North America,OWID_NAM,1896,97595577
North America,OWID_NAM,1897,99214186
North America,OWID_NAM,1898,100861272
North America,OWID_NAM,1899,102568489
North America,OWID_NAM,1900,104337584
North America,OWID_NAM,1901,106181070
North America,OWID_NAM,1902,108089905
North America,OWID_NAM,1903,110066137
North America,OWID_NAM,1904,112080524
North America,OWID_NAM,1905,114133852
North America,OWID_NAM,1906,116226903
North America,OWID_NAM,1907,118360491
North America,OWID_NAM,1908,120535439
North America,OWID_NAM,1909,122613680
North America,OWID_NAM,1910,124592192
North America,OWID_NAM,1911,126466166
North America,OWID_NAM,1912,128233899
North America,OWID_NAM,1913,129892337
North America,OWID_NAM,1914,131576755
North America,OWID_NAM,1915,133287590
North America,OWID_NAM,1916,135025298
North America,OWID_NAM,1917,136790334
North America,OWID_NAM,1918,138627827
North America,OWID_NAM,1919,140539522
North America,OWID_NAM,1920,142526443
North America,OWID_NAM,1921,144590318
North America,OWID_NAM,1922,146732394
North America,OWID_NAM,1923,148952849
North America,OWID_NAM,1924,151207885
North America,OWID_NAM,1925,153498078
North America,OWID_NAM,1926,155824012
North America,OWID_NAM,1927,158186296
North America,OWID_NAM,1928,160585523
North America,OWID_NAM,1929,162832831
North America,OWID_NAM,1930,164924575
North America,OWID_NAM,1931,166858221
North America,OWID_NAM,1932,168628343
North America,OWID_NAM,1933,170231505
North America,OWID_NAM,1934,171853242
North America,OWID_NAM,1935,173493832
North America,OWID_NAM,1936,175153555
North America,OWID_NAM,1937,176832698
North America,OWID_NAM,1938,178531557
North America,OWID_NAM,1939,180525436
North America,OWID_NAM,1940,182823179
North America,OWID_NAM,1941,185449049
North America,OWID_NAM,1942,188396632
North America,OWID_NAM,1943,191675323
North America,OWID_NAM,1944,195019763
North America,OWID_NAM,1945,198431553
North America,OWID_NAM,1946,201912308
North America,OWID_NAM,1947,205463865
North America,OWID_NAM,1948,209087777
North America,OWID_NAM,1949,212901535
North America,OWID_NAM,1950,222818942
North America,OWID_NAM,1951,226777853
North America,OWID_NAM,1952,230880347
North America,OWID_NAM,1953,235114817
North America,OWID_NAM,1954,239512127
North America,OWID_NAM,1955,244056556
North America,OWID_NAM,1956,248743632
North America,OWID_NAM,1957,253588808
North America,OWID_NAM,1958,258514843
North America,OWID_NAM,1959,263669394
North America,OWID_NAM,1960,269079991
North America,OWID_NAM,1961,274663001
North America,OWID_NAM,1962,280344711
North America,OWID_NAM,1963,285962471
North America,OWID_NAM,1964,291551215
North America,OWID_NAM,1965,297056448
North America,OWID_NAM,1966,302406133
North America,OWID_NAM,1967,307620058
North America,OWID_NAM,1968,312721535
North America,OWID_NAM,1969,317807457
North America,OWID_NAM,1970,323225990
North America,OWID_NAM,1971,328861435
North America,OWID_NAM,1972,334187766
North America,OWID_NAM,1973,339231488
North America,OWID_NAM,1974,344226868
North America,OWID_NAM,1975,349224556
North America,OWID_NAM,1976,354178873
North America,OWID_NAM,1977,359152730
North America,OWID_NAM,1978,364168545
North America,OWID_NAM,1979,369229445
North America,OWID_NAM,1980,374396450
North America,OWID_NAM,1981,379564365
North America,OWID_NAM,1982,384744475
North America,OWID_NAM,1983,389995274
North America,OWID_NAM,1984,395240041
North America,OWID_NAM,1985,400471527
North America,OWID_NAM,1986,405669376
North America,OWID_NAM,1987,410877360
North America,OWID_NAM,1988,416201801
North America,OWID_NAM,1989,421643657
North America,OWID_NAM,1990,427527970
North America,OWID_NAM,1991,433792318
North America,OWID_NAM,1992,440060892
North America,OWID_NAM,1993,446185596
North America,OWID_NAM,1994,452083583
North America,OWID_NAM,1995,457858573
North America,OWID_NAM,1996,463530247
North America,OWID_NAM,1997,469106576
North America,OWID_NAM,1998,474677559
North America,OWID_NAM,1999,480238641
North America,OWID_NAM,2000,485805117
North America,OWID_NAM,2001,491432309
North America,OWID_NAM,2002,497028245
North America,OWID_NAM,2003,502587589
North America,OWID_NAM,2004,508166874
North America,OWID_NAM,2005,513798980
North America,OWID_NAM,2006,519545243
North America,OWID_NAM,2007,525495121
North America,OWID_NAM,2008,531570001
North America,OWID_NAM,2009,537617447
North America,OWID_NAM,2010,543593308
North America,OWID_NAM,2011,549552428
North America,OWID_NAM,2012,555486393
North America,OWID_NAM,2013,561345659
North America,OWID_NAM,2014,567078666
North America,OWID_NAM,2015,572637322
North America,OWID_NAM,2016,578186332
North America,OWID_NAM,2017,583669319
North America,OWID_NAM,2018,589049569
North America,OWID_NAM,2019,594346844
North America,OWID_NAM,2020,598250669
North America,OWID_NAM,2021,600876349
North America,OWID_NAM,2022,604356255
North America,OWID_NAM,2023,608770547
Oceania,OWID_OCE,-10000,324198
Oceania,OWID_OCE,-9000,329049
Oceania,OWID_OCE,-8000,336328
Oceania,OWID_OCE,-7000,347249
Oceania,OWID_OCE,-6000,363637
Oceania,OWID_OCE,-5000,388233
Oceania,OWID_OCE,-4000,425154
Oceania,OWID_OCE,-3000,480593
Oceania,OWID_OCE,-2000,563863
Oceania,OWID_OCE,-1000,698260
Oceania,OWID_OCE,0,888568
Oceania,OWID_OCE,100,916818
Oceania,OWID_OCE,200,946521
Oceania,OWID_OCE,300,977761
Oceania,OWID_OCE,400,1010629
Oceania,OWID_OCE,500,1045226
Oceania,OWID_OCE,600,1081664
Oceania,OWID_OCE,700,1120066
Oceania,OWID_OCE,800,1160576
Oceania,OWID_OCE,900,1203361
Oceania,OWID_OCE,1000,1248621
Oceania,OWID_OCE,1100,1296604
Oceania,OWID_OCE,1200,1363624
Oceania,OWID_OCE,1300,1422863
Oceania,OWID_OCE,1400,1482524
Oceania,OWID_OCE,1500,1607577
Oceania,OWID_OCE,1600,1739404
Oceania,OWID_OCE,1700,1873995
Oceania,OWID_OCE,1710,1873168
Oceania,OWID_OCE,1720,1883302
Oceania,OWID_OCE,1730,1894083
Oceania,OWID_OCE,1740,1905593
Oceania,OWID_OCE,1750,1917932
Oceania,OWID_OCE,1760,1931220
Oceania,OWID_OCE,1770,1945771
Oceania,OWID_OCE,1780,1961847
Oceania,OWID_OCE,1790,1980465
Oceania,OWID_OCE,1800,1620686
Oceania,OWID_OCE,1801,1620148
Oceania,OWID_OCE,1802,1619978
Oceania,OWID_OCE,1803,1620170
Oceania,OWID_OCE,1804,1620722
Oceania,OWID_OCE,1805,1621628
Oceania,OWID_OCE,1806,1622888
Oceania,OWID_OCE,1807,1624496
Oceania,OWID_OCE,1808,1626451
Oceania,OWID_OCE,1809,1628749
Oceania,OWID_OCE,1810,1631728
Oceania,OWID_OCE,1811,1634728
Oceania,OWID_OCE,1812,1638069
Oceania,OWID_OCE,1813,1641750
Oceania,OWID_OCE,1814,1645765
Oceania,OWID_OCE,1815,1650119
Oceania,OWID_OCE,1816,1654809
Oceania,OWID_OCE,1817,1659834
Oceania,OWID_OCE,1818,1665199
Oceania,OWID_OCE,1819,1670067
Oceania,OWID_OCE,1820,1674378
Oceania,OWID_OCE,1821,1678146
Oceania,OWID_OCE,1822,1681224
Oceania,OWID_OCE,1823,1683547
Oceania,OWID_OCE,1824,1685889
Oceania,OWID_OCE,1825,1688242
Oceania,OWID_OCE,1826,1690614
Oceania,OWID_OCE,1827,1693000
Oceania,OWID_OCE,1828,1695401
Oceania,OWID_OCE,1829,1698807
Oceania,OWID_OCE,1830,1703281
Oceania,OWID_OCE,1831,1708906
Oceania,OWID_OCE,1832,1715728
Oceania,OWID_OCE,1833,1723811
Oceania,OWID_OCE,1834,1732231
Oceania,OWID_OCE,1835,1740990
Oceania,OWID_OCE,1836,1750087
Oceania,OWID_OCE,1837,1759527
Oceania,OWID_OCE,1838,1769312
Oceania,OWID_OCE,1839,1781254
Oceania,OWID_OCE,1840,1795408
Oceania,OWID_OCE,1841,1811863
Oceania,OWID_OCE,1842,1830664
Oceania,OWID_OCE,1843,1851890
Oceania,OWID_OCE,1844,1872994
Oceania,OWID_OCE,1845,1894811
Oceania,OWID_OCE,1846,1917374
Oceania,OWID_OCE,1847,1940704
Oceania,OWID_OCE,1848,1964827
Oceania,OWID_OCE,1849,1995335
Oceania,OWID_OCE,1850,2032905
Oceania,OWID_OCE,1851,2078499
Oceania,OWID_OCE,1852,2132695
Oceania,OWID_OCE,1853,2196375
Oceania,OWID_OCE,1854,2264940
Oceania,OWID_OCE,1855,2338786
Oceania,OWID_OCE,1856,2418328
Oceania,OWID_OCE,1857,2504022
Oceania,OWID_OCE,1858,2596365
Oceania,OWID_OCE,1859,2683252
Oceania,OWID_OCE,1860,2763879
Oceania,OWID_OCE,1861,2837295
Oceania,OWID_OCE,1862,2902597
Oceania,OWID_OCE,1863,2958725
Oceania,OWID_OCE,1864,3017142
Oceania,OWID_OCE,1865,3077969
Oceania,OWID_OCE,1866,3141338
Oceania,OWID_OCE,1867,3207387
Oceania,OWID_OCE,1868,3276265
Oceania,OWID_OCE,1869,3343985
Oceania,OWID_OCE,1870,3410382
Oceania,OWID_OCE,1871,3475303
Oceania,OWID_OCE,1872,3538541
Oceania,OWID_OCE,1873,3599899
Oceania,OWID_OCE,1874,3663296
Oceania,OWID_OCE,1875,3728819
Oceania,OWID_OCE,1876,3796562
Oceania,OWID_OCE,1877,3866624
Oceania,OWID_OCE,1878,3939110
Oceania,OWID_OCE,1879,4016421
Oceania,OWID_OCE,1880,4098707
Oceania,OWID_OCE,1881,4186123
Oceania,OWID_OCE,1882,4278795
Oceania,OWID_OCE,1883,4376868
Oceania,OWID_OCE,1884,4478189
Oceania,OWID_OCE,1885,4582869
Oceania,OWID_OCE,1886,4691019
Oceania,OWID_OCE,1887,4802758
Oceania,OWID_OCE,1888,4918203
Oceania,OWID_OCE,1889,5026696
Oceania,OWID_OCE,1890,5127791
Oceania,OWID_OCE,1891,5221040
Oceania,OWID_OCE,1892,5305943
Oceania,OWID_OCE,1893,5381997
Oceania,OWID_OCE,1894,5459450
Oceania,OWID_OCE,1895,5538331
Oceania,OWID_OCE,1896,5618663
Oceania,OWID_OCE,1897,5700474
Oceania,OWID_OCE,1898,5783794
Oceania,OWID_OCE,1899,5868138
Oceania,OWID_OCE,1900,5953511
Oceania,OWID_OCE,1901,6041407
Oceania,OWID_OCE,1902,6130264
Oceania,OWID_OCE,1903,6220673
Oceania,OWID_OCE,1904,6312680
Oceania,OWID_OCE,1905,6406320
Oceania,OWID_OCE,1906,6501615
Oceania,OWID_OCE,1907,6598575
Oceania,OWID_OCE,1908,6697260
Oceania,OWID_OCE,1909,6790941
Oceania,OWID_OCE,1910,6880041
Oceania,OWID_OCE,1911,6964984
Oceania,OWID_OCE,1912,7046151
Oceania,OWID_OCE,1913,7123955
Oceania,OWID_OCE,1914,7205616
Oceania,OWID_OCE,1915,7291095
Oceania,OWID_OCE,1916,7380375
Oceania,OWID_OCE,1917,7473552
Oceania,OWID_OCE,1918,7570522
Oceania,OWID_OCE,1919,7675551
Oceania,OWID_OCE,1920,7788438
Oceania,OWID_OCE,1921,7909326
Oceania,OWID_OCE,1922,8037669
Oceania,OWID_OCE,1923,8173333
Oceania,OWID_OCE,1924,8311980
Oceania,OWID_OCE,1925,8453646
Oceania,OWID_OCE,1926,8598375
Oceania,OWID_OCE,1927,8746877
Oceania,OWID_OCE,1928,8898531
Oceania,OWID_OCE,1929,9040916
Oceania,OWID_OCE,1930,9174006
Oceania,OWID_OCE,1931,9297611
Oceania,OWID_OCE,1932,9411863
Oceania,OWID_OCE,1933,9516731
Oceania,OWID_OCE,1934,9624651
Oceania,OWID_OCE,1935,9735670
Oceania,OWID_OCE,1936,9849842
Oceania,OWID_OCE,1937,9967558
Oceania,OWID_OCE,1938,10088561
Oceania,OWID_OCE,1939,10225158
Oceania,OWID_OCE,1940,10377714
Oceania,OWID_OCE,1941,10550497
Oceania,OWID_OCE,1942,10740030
Oceania,OWID_OCE,1943,10946716
Oceania,OWID_OCE,1944,11158769
Oceania,OWID_OCE,1945,11376348
Oceania,OWID_OCE,1946,11599543
Oceania,OWID_OCE,1947,11829855
Oceania,OWID_OCE,1948,12066236
Oceania,OWID_OCE,1949,12315375
Oceania,OWID_OCE,1950,12582453
Oceania,OWID_OCE,1951,12915446
Oceania,OWID_OCE,1952,13229396
Oceania,OWID_OCE,1953,13527446
Oceania,OWID_OCE,1954,13824685
Oceania,OWID_OCE,1955,14145499
Oceania,OWID_OCE,1956,14484837
Oceania,OWID_OCE,1957,14825605
Oceania,OWID_OCE,1958,15166229
